SetDutyCycle,MeasuredDutyCycle,Voltage_V,Current_A,Power_W,Energy_J,Temperature_C,MotorCurrent_A,SamplesCount,Dyno_RPM,Car_RPM,Dyno_Torque_Nm,Dyno_Power_W,DynoSamplesCount
0.0,0.0,27.4128875,-0.0018,0.0784375,0.4224,24.355,0.2258125,8,0.0,0.0,0.001,0.0,2
1.0,1.0,27.411725,0.031799999999999995,0.8298625,4.0166,24.25,0.3314125,8,0.0,0.0,-0.0325,0.0,2
2.0,2.0,27.4094,0.0681,1.861675,8.8704,24.25,0.4667,8,0.0,0.0,0.7905,0.0,2
3.0,3.0,27.4031125,0.13949999999999999,3.9433875,19.2154,24.25,0.650725,8,0.0,0.0,2.141,0.0,2
4.0,4.0,27.394512499999998,0.2586,7.0397375,34.4294,24.25,0.8503875000000001,8,0.0,0.0,3.4165,0.0,2
5.0,5.0,27.3832375,0.3885,10.6042875,52.0397,24.25,0.9999875,8,0.0,0.0,4.644,0.0,2
6.0,6.0,27.367371428571428,0.5657142857142857,15.4928,72.96,24.25,1.2086714285714284,7,0.0,0.0,5.864,0.0,2
7.0,7.0,27.356650000000002,0.6645,18.2074375,85.4554,24.25,1.207075,8,3.2,3.4,5.8774999999999995,1.97,2
8.0,8.0,27.34845,0.7386,20.2770625,98.9414,24.25,1.1969125,8,6.4,6.805,5.7915,3.88,2
9.0,9.0,27.3406125,0.8025,21.8065125,107.4662,24.355,1.1426875,8,9.605,10.215,5.645,5.675,2
10.0,10.0,27.32965,0.8955,24.457025,118.6022,24.37,1.137775,8,12.79,13.61,5.540666666666667,7.423333333333333,3
11.0,11.0,27.3219,0.9825,26.9427125,130.8288,24.37,1.1315125,8,15.99,17.01,5.551,9.3,2
12.0,12.0,27.311725,1.0518,28.7254125,142.7098,24.37,1.1235625,8,19.19,20.415,5.453,10.955,2
13.0,13.0,27.302325,1.1496,31.4026125,155.4509,24.435000000000002,1.12205,8,22.39,23.82,5.438,12.75,2
14.0,14.0,27.290625000000002,1.2558,34.381550000000004,168.6758,24.5,1.1130875,8,25.59,27.22,5.422499999999999,14.530000000000001,2
15.0,15.0,27.279500000000002,1.3505142857142858,36.83594285714286,172.8154,24.5,1.1368571428571428,7,27.733333333333334,29.5,5.419666666666667,15.733333333333334,3
20.0,20.0,27.2409875,1.7751,48.552475,238.4563,24.5,1.104825,8,43.18,45.93,5.3085,24.005000000000003,2
25.0,25.0,27.195325,2.2473,61.141062500000004,301.9699,24.62,1.12035,8,57.57,61.245000000000005,5.289999999999999,31.895000000000003,2
30.0,30.0,27.1492,2.715,73.665175,365.161,24.62,1.1269,8,71.96000000000001,76.555,5.2835,39.815,2
35.0,35.0,27.1027625,3.1419,85.123275,429.865,24.75,1.12305,8,86.36,91.87,5.277,47.725,2
40.0,40.0,27.058575,3.5175,95.3281375,494.5536,24.75,1.103425,8,101.28333333333335,107.74666666666667,5.300333333333334,56.22,3
45.0,45.0,27.0039125,4.0761,110.4776375,556.7693,24.87,1.1417875,8,116.74000000000001,124.19,5.3355,65.225,2
50.0,50.0,26.955475,4.5225,121.645925,620.1446,24.88625,1.14905,8,129.53,137.8,5.37,72.85,2
55.0,55.0,26.910285714285717,4.958399999999999,133.42581428571427,648.96,25.0,1.1642428571428571,7,143.93,153.11,5.427,81.79,2
60.0,60.0,26.864462500000002,5.3547,143.8619375,705.8381,25.045,1.1660875,8,158.32,168.42000000000002,5.4719999999999995,90.72,2
65.0,65.0,26.8144375,5.7522,155.30965,769.7203,25.12,1.18955,8,172.77333333333334,183.8033333333333,5.532666666666667,100.09666666666668,3
70.0,70.0,26.762124999999997,6.3675,169.714675,829.7011,25.25,1.206975,8,187.305,199.265,5.5920000000000005,109.69,2
75.0,75.0,26.7171875,6.6687,179.0724625,890.9107,25.37,1.2241125,8,201.5,214.36,5.6530000000000005,119.28,2
80.0,80.0,26.6695125,7.0467,187.134775,954.5165,25.48375,1.211,8,214.405,228.095,5.734,128.75,2
85.0,85.0,26.6226625,7.4403,198.121375,1022.6534,25.62,1.2113125,8,228.805,243.41,5.8115000000000006,139.255,2
86.0,86.0,26.5937625,7.7010000000000005,204.84145,1020.2112,25.66875,1.24455,8,231.34666666666666,246.11333333333332,5.891666666666667,142.73333333333332,3
89.0,89.0,26.553525,8.1423,216.2854375,1082.8339,25.765,1.27315,8,239.88,255.19,5.967499999999999,149.89999999999998,2
92.0,92.0,26.513385714285715,8.349942857142858,221.92395714285712,1073.4106,25.87,1.2683142857142857,7,247.87,263.69,6.0295000000000005,156.5,2
95.0,95.0,26.468362499999998,8.784,229.26895,1123.8912,26.0,1.3003624999999999,8,255.87,272.2,6.1295,164.235,2
98.0,98.0,26.426175,9.2259,242.297875,1173.312,26.12,1.3207125,8,264.005,280.86,6.201499999999999,171.46,2
99.8,99.8,26.392975,9.4281,250.8186125,1215.36,26.25,1.3149625,8,268.8566666666667,286.02,6.330000000000001,178.21,3
